,1-qid,two_realRank,two_realRank2,State,CordAscent,C_CE_I,C_CE_I_R,Total_Current_Assets,Current_Liabilities,NonCurrent_Liabilities,Unrestricted_Net_Assets,Restricted_Net_Assets,Total_Net_Assets,Total_Assets,Total_Liabilities,Total_Taxes,Total_Revenue_,Total_Expenses,NonCurrent_Liability,Change_in_Net_Assets,Population,UAAL_pension_(risk-free),UAAL_OPEB,Primary_gov_debt,Personal_income,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_ratio,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,pension_income_ratio,opeb_income_ratio,overallrank,C_CE_I_R_contribution,Change_in_Net_Assets_contribution,Current_Liabilities_contribution,NonCurrent_Liability_contribution,NonCurrent_Liabilities_contribution,Personal_income_contribution,Population_contribution,Primary_gov_debt_contribution,Restricted_Net_Assets_contribution,Total_Assets_contribution,Total_Current_Assets_contribution,Total_Expenses_contribution,Total_Liabilities_contribution,Total_Net_Assets_contribution,Total_Revenue__contribution,Total_Taxes_contribution,UAAL_OPEB_contribution,UAAL_pension_(risk-free)_contribution,Unrestricted_Net_Assets_contribution,cash_ratio_contribution,current_ratio_contribution,exp_income_ratio_contribution,long_term_liab_contribution,lt_percapita_contribution,net_asst_ratio_contribution,op_ratio_contribution,opeb_income_ratio_contribution,pension_income_ratio_contribution,quick_ratio_contribution,rev_income_ratio_contribution,surplus_percap_contribution,tax_income_ratio_contribution,C_CE_I_R_feature_rank,Change_in_Net_Assets_feature_rank,Current_Liabilities_feature_rank,NonCurrent_Liability_feature_rank,NonCurrent_Liabilities_feature_rank,Personal_income_feature_rank,Population_feature_rank,Primary_gov_debt_feature_rank,Restricted_Net_Assets_feature_rank,Total_Assets_feature_rank,Total_Current_Assets_feature_rank,Total_Expenses_feature_rank,Total_Liabilities_feature_rank,Total_Net_Assets_feature_rank,Total_Revenue__feature_rank,Total_Taxes_feature_rank,UAAL_OPEB_feature_rank,UAAL_pension_(risk-free)_feature_rank,Unrestricted_Net_Assets_feature_rank,cash_ratio_feature_rank,current_ratio_feature_rank,exp_income_ratio_feature_rank,long_term_liab_feature_rank,lt_percapita_feature_rank,net_asst_ratio_feature_rank,op_ratio_feature_rank,opeb_income_ratio_feature_rank,pension_income_ratio_feature_rank,quick_ratio_feature_rank,rev_income_ratio_feature_rank,surplus_percap_feature_rank,tax_income_ratio_feature_rank
160,2009,49,49,Hawaii,16,2939442,3780779,4567850,2369754,7690834,141030,1592394,7130697,17191285,10060588,4902479866,8753583893,10818380313,7690834452,-2064796421,1346717,22424958268,15668322148,6903476510,62475137584,1.24,1.6,1.93,0.81,-1533.21,0.1,0.45,5710.8,0.08,0.14,0.17,0.36,0.25,49,5.50E-05,-0.001032131,-0.002002781,-0.001014322,-0.015152299,0.006536298,-0.00487978,-0.003517724,0.000768677,0.02044499,-0.005650412,-0.002901074,0.0111249,-0.004872258,-0.003077388,0.000325048,0.003332839,-0.001189012,0.000538363,0.000932475,0.001816657,0.003588722,-0.000876809,-0.002050432,0.00115666,-0.002565491,-0.000158351,0.000708526,0.001860061,-0.002272456,-0.007694037,0.001602496,33,23,17,24,2,5,7,10,27,1,6,13,3,8,12,31,11,21,29,25,19,9,26,16,22,14,32,28,18,15,4,20
161,2009,18,18,Idaho,23,2754313,3633855,4867456,1631415,1156299,1074694,2469209,9452104,12239818,2787714,3242366890,7501561521,8106133110,1156298658,-604571588,1554439,13390489908,158190157,1136291946,54659898210,1.69,2.23,2.98,0.93,-388.93,0.29,0.09,743.87,0.06,0.14,0.15,0.24,0,18,0.001624266,-0.003159388,-0.000347041,0.003831548,-0.028166488,0.005341882,-0.003333039,-0.006611292,-0.001037336,0.016764153,-0.005084336,-0.00571798,0.013079346,-0.003486132,-0.004684931,-0.002733795,0.000586673,-0.001792195,0.002198402,-0.001561018,-0.000907123,0.003363402,-0.003653558,0.001083875,0.000822889,-0.002899565,0.000839432,-0.000532292,-0.001682079,0.001282534,-0.010320723,-0.000625588,21,15,32,10,1,7,14,5,25,2,8,6,3,12,9,17,30,19,18,22,26,13,11,24,28,16,27,31,20,23,4,29
162,2009,50,50,Illinois,49,8289694,15924178,17745081,18434780,52971834,-50647678,4172784,-30615682,40790932,71406614,31010136465,63641884787,71879285235,52971834452,-8232015660,12796778,2.24E+11,46980828859,25740513423,5.87E+11,0.45,0.86,0.96,0.89,-643.29,-1.14,1.3,4139.47,0.05,0.11,0.12,0.38,0.08,50,0.003848724,-0.000804044,0.002333937,-0.005497991,0.063481612,-0.013971391,0.005684724,0.016583075,-0.001523961,0.005538767,0.012720209,0.009027184,-0.029420387,-0.000524403,0.011229897,0.004704809,0.002436487,0.001770714,-0.003764946,0.000672867,-0.001626451,-0.001586299,0.00560861,-0.005226655,0.000800433,-0.003576479,-0.001416405,0.002017636,-0.000811904,-0.002815661,-0.010137679,0.00289357,15,30,21,12,1,4,9,3,27,11,5,8,2,33,6,14,20,23,16,32,25,26,10,13,31,17,28,22,29,19,7,18
163,2009,8,8,Indiana,4,7841065,10710453,12114074,4070654,2834648,6027489,1480522,18876311,25781613,6905302,12619463087,30928478747,32119080537,2834647651,-1190601790,6459325,39672190534,587090604,1438598434,2.46E+11,1.93,2.63,2.98,0.96,-184.32,0.29,0.11,438.85,0.05,0.13,0.13,0.16,0,8,0.002795808,0.000448485,0.000248689,0.002298205,-0.02477261,0.002540418,-0.00129627,-0.009003526,-0.000494592,0.013802338,0.00146077,-0.003943117,0.011783203,0.002616083,-0.001772943,0.000276663,-0.001520165,-0.001238571,0.00186344,-0.002011736,0.000515759,-0.0025411,-0.003706585,0.003096559,0.000429692,-0.000828915,0.005019542,-0.001688562,-0.000759878,0.000700826,-0.007198491,-0.000340531,10,28,33,14,1,13,21,4,27,2,20,7,3,11,17,32,19,22,16,15,26,12,8,9,29,23,6,18,24,25,5,30
164,2009,17,17,Iowa,22,4481306,6752498,6995620,2459443,3085483,1245330,2537556,13539587,19084513,5544926,7283968680,19230540268,19500789709,3085483221,-266262864,3032870,27482877311,554005593,2620149888,1.27E+11,1.82,2.75,2.84,0.99,-87.79,0.2,0.16,1017.35,0.06,0.15,0.15,0.22,0,17,-0.000193431,-0.000442203,-0.003870665,0.002833835,-0.024856975,0.000359524,-0.002753847,-0.006784295,0.001442168,0.011572544,-0.005877582,-0.004128065,0.012843275,-0.00175062,-0.003097129,-0.002713531,-8.30E-05,-4.34E-07,0.002235312,-0.001594837,-0.003848026,0.00165099,-0.003194145,0.004215147,-0.003081194,-0.001258195,-0.000642524,0.001440567,0.001799932,0.002057639,-0.009925806,0.003066089,31,29,9,15,1,30,16,5,25,3,6,8,2,22,12,17,32,33,19,24,10,23,11,7,13,27,28,26,21,20,4,14
165,2009,24,24,Kansas,35,1887348,3795177,3831306,3209577,3284368,110870,1032914,11781472,18275417,6493945,7439529083,13502923937,14004854586,3284368009,-501930649,2832704,27103940054,265000000,4911807606,1.24E+11,0.59,1.18,1.19,0.96,-177.19,0.06,0.18,1159.45,0.06,0.11,0.11,0.22,0,24,-0.001636078,-0.00361148,-0.005024427,0.000732683,-0.023418945,0.004838779,-0.001874696,-0.001221871,-0.001389265,0.019868866,-0.003970793,-0.005131412,0.01179144,0.001706535,-0.003101349,0.001251429,-0.000880994,-0.001981258,0.001290393,-0.001586664,-0.002662309,-5.27E-05,-0.004038112,0.004303118,-0.001274739,-0.00417282,0.000937611,-0.001011742,-6.32E-05,0.000215588,-0.010929672,0.000491396,19,12,6,29,1,7,17,25,21,2,11,5,3,18,14,24,28,16,22,20,15,33,10,8,23,9,27,26,32,31,4,30
166,2009,44,44,Kentucky,43,2481877,5690327,6237820,3586848,10921387,-7518464,1230479,15946369,30454604,14508235,10671092841,23642036913,25741879195,10921387025,-2099842282,4317074,55836767112,15011918771,6169898210,1.56E+11,0.69,1.59,1.74,0.92,-486.4,-0.21,0.36,2529.81,0.07,0.15,0.17,0.36,0.1,44,0.000306702,-0.00081648,-0.002445747,0.001019367,-0.013777049,0.005308211,-0.002185364,0.000506379,-0.000661336,0.010458668,-0.004614012,-0.001581789,0.004532709,-0.000819121,-0.001739112,-0.001394594,-0.001437359,-0.002661672,-0.002499977,-3.55E-05,-0.001823754,0.001345613,-0.000215848,0.001476937,-0.001470417,-0.006011957,-0.000906463,-0.000980811,0.000869886,0.00164539,-0.009935529,-0.004860079,31,28,11,23,1,5,12,30,29,2,7,16,8,27,14,20,19,9,10,33,13,21,32,17,18,4,25,24,26,15,3,6
167,2009,20,20,Louisiana,6,14950251,18160062,21600303,6039582,11110688,-105975,7725930,23515246,40665516,17150270,10056376957,32056882550,31999324385,11110687919,54866890,4491648,57967517603,12209182327,12428705817,1.82E+11,2.48,3.01,3.58,1,12.22,0.19,0.27,2473.63,0.06,0.18,0.18,0.32,0.07,20,0.003627888,-0.002783465,-0.000783886,0.000131811,-0.010777789,0.004062526,-0.000205766,-0.000882647,0.000510181,0.005035274,0.012127324,0.001153834,0.008046988,0.00201747,-0.001507229,0.000148141,-0.002717018,0.001046848,0.00260996,0.001433949,0.004113679,0.001823158,-0.001039663,0.001273389,0.001499011,-0.002829556,0.001095778,-0.001989079,-0.000173761,0.004027001,-0.001426359,0.001455155,9,11,28,33,2,7,30,27,29,4,1,23,3,14,17,32,12,25,13,20,6,16,26,22,18,10,24,15,31,8,21,19
168,2009,33,33,Maine,38,532046,1214518,2427139,1635432,1220330,-242823,610973,4690926,7546688,2855762,3629955257,8324341163,8324851230,1220329978,-510067,1329590,16118529306,2509019016,1054146532,54956230425,0.33,0.74,1.48,1,-0.38,0.05,0.16,917.82,0.07,0.15,0.15,0.29,0.05,33,0.00048783,-0.001028357,3.64E-05,0.002511933,-0.027155097,0.009579788,-0.006403117,-0.008825199,-0.001424044,0.021480519,-0.008925712,-0.004292238,0.012774469,-0.000709707,-0.006551866,-0.001669813,-0.000269767,-0.00161207,0.001346776,-0.003663243,-0.002164433,-0.000107618,-0.002341542,0.001372422,0.000258544,0.001451536,0.003326002,-0.002191029,0.000615209,0.002208003,-5.34E-05,0.00018847,27,24,33,12,1,4,8,6,21,2,5,9,3,25,7,18,28,19,23,10,17,31,13,22,29,20,11,16,26,15,32,30
169,2009,26,26,Maryland,34,4055643,7765574,8602482,5122370,18729125,-4087106,2738040,16268125,40119621,23851496,16866890380,32215315436,35413752796,18729125280,-3198437360,5730388,63228212346,17090994407,15641064877,3.13E+11,0.79,1.52,1.68,0.91,-558.15,-0.03,0.47,3268.39,0.05,0.1,0.11,0.2,0.05,26,-0.001522558,-0.001598455,-0.003028551,-0.006978503,0.06537771,0.001836088,-0.002068158,0.014036347,-9.76E-05,0.00477635,-0.004339646,-0.002298609,0.007759386,0.0001117,-0.002722865,-0.000369523,0.001956139,0.000190289,0.000276341,-0.000494403,-0.002633038,-0.003238639,0.007224632,0.001388579,0.000832194,-0.004787377,-0.002576164,0.001123831,-0.003067998,0.001941565,-0.007090099,0.003322225,23,22,13,6,1,21,18,2,33,8,9,17,3,32,14,28,19,31,29,27,15,11,4,24,26,7,16,25,12,20,5,10
170,2009,37,37,Massachusetts,45,5347034,11276519,11463078,9076117,42798999,-13792566,2481077,-9198806,42676310,51875116,20692699105,51428300895,55337163311,42798998881,-3921759508,6517613,75950712261,16809843400,24090485459,3.75E+11,0.59,1.24,1.26,0.93,-601.72,-0.27,1,6566.67,0.06,0.14,0.15,0.2,0.04,37,-0.002495241,-0.003627666,0.005199138,-0.008462444,0.065672138,-0.012381996,-0.000716376,0.014788731,-0.001351366,-0.036735655,-0.000952802,0.012084921,-0.02986303,-0.001838953,0.008651706,8.53E-05,0.003945304,8.92E-05,-0.001440969,-0.001749341,-0.00271592,0.001157683,0.006530331,-0.006108188,-0.002113236,-0.002238347,-0.000346551,0.001019412,0.002519501,-0.000331912,-0.008382817,0.000517215,17,14,12,8,1,5,28,4,23,2,26,6,3,20,7,33,13,32,22,21,15,24,10,11,19,18,30,25,16,31,9,29
171,2009,42,42,Michigan,40,1907963,6665063,10000381,5941537,16112871,-8147121,3036145,13053765,35108172,22054408,25482260626,55930042506,60242979866,16112871365,-4279281879,9901591,90818615336,46097519016,9562639821,3.76E+11,0.32,1.12,1.68,0.93,-432.18,-0.15,0.46,1627.3,0.07,0.15,0.16,0.24,0.12,42,0.001938233,-0.001869709,-0.003276586,-0.00339826,-0.011955601,-0.012175192,0.004102499,-0.002794672,0.001556061,0.00680249,0.001679132,0.008570861,0.001686368,0.002921967,0.008511626,0.001421671,0.004263123,0.00153919,-0.002322168,-0.002023469,-0.002868366,0.001176235,0.007882457,0.001379051,-0.002418166,-0.003466089,2.58E-05,-0.000657293,-0.00160799,-0.002703603,-0.003735963,-0.001655905,21,22,13,12,2,1,8,16,27,6,24,3,23,14,4,29,7,28,19,20,15,31,5,30,18,11,33,32,26,17,10,25
172,2009,30,30,Minnesota,39,6610217,10638097,10848809,5941927,7095860,-1070248,3680155,13219253,26257040,13037787,18946014541,33264015660,34866313199,7095860179,-1602297539,5281203,65488516173,844296421,6088369128,2.41E+11,1.11,1.79,1.83,0.95,-303.4,0.1,0.27,1343.61,0.08,0.14,0.14,0.27,0,30,-0.002445617,0.001244914,-0.001582865,0.003391102,-0.023662311,0.002725343,-0.00314129,-0.002133372,0.000727279,0.011040212,-0.000173612,-0.003015589,0.005535629,0.00068801,0.000473839,0.000329544,-0.004774288,-0.00144832,0.000327737,-0.001862831,-0.00185061,6.61E-05,-0.002353582,0.002351031,-0.002267246,-0.004553941,-0.001088901,0.000334295,0.00036753,0.000160874,-0.011616162,-0.004250744,12,22,20,8,1,11,9,16,24,3,31,10,4,25,26,29,5,21,30,18,19,33,13,14,15,6,23,28,27,32,2,7
173,2009,32,32,Mississippi,36,4440248,5141029,5900196,2708592,4826828,-229021,1387206,13643588,21179008,7535419,6552055928,17536752796,17861752796,4826827740,-325000000,2958774,38961780500,844885906,4875571588,98628742729,1.64,1.9,2.18,0.98,-109.84,0.05,0.23,1631.36,0.07,0.18,0.18,0.4,0.01,32,0.000289323,0.000608422,4.77E-05,0.000884169,-0.023134829,0.003224163,-0.001267775,-0.003879672,0.000519296,0.01138569,-0.004913835,-0.00345795,0.01295579,0.00071259,-0.004306201,-0.000826434,-0.000483012,-0.003341352,-0.000480848,-0.003692792,-0.005383489,0.002743078,-0.001340698,-0.002044763,0.000345383,-0.00413149,0.001266897,0.005188277,0.001461232,0.001066719,-0.009545511,-0.005626606,32,27,33,23,1,15,20,11,28,3,8,13,2,26,9,24,29,14,30,12,6,16,19,17,31,10,21,7,18,22,4,5
174,2009,13,13,Missouri,28,4029802,7684565,7849810,2796845,6436691,-3664332,6478934,31894565,41128101,9233536,10775728188,26365480984,27375714765,6436691275,-1010233781,5961088,66615968254,3483747204,4418369128,2.43E+11,1.44,2.75,2.81,0.96,-169.47,0.07,0.16,1079.78,0.04,0.11,0.11,0.27,0.01,13,-0.000377852,-0.002577677,-0.001837838,0.000800898,-0.024120309,0.002682238,-0.001015664,-0.008871259,0.001579084,0.005411779,-0.002265213,-0.003318589,0.012135016,0.004740527,-0.000722634,0.001410083,0.000274559,0.000295559,0.001097347,-0.000829118,0.002948645,-0.002754283,-0.006431123,0.001933373,-0.001822978,-0.004524424,-0.00228159,-0.001324113,-0.000997853,0.000641804,-0.007426919,0.000664633,31,13,17,27,1,12,23,3,19,6,15,9,2,7,28,20,33,32,22,26,10,11,5,16,18,8,14,21,24,30,4,29
175,2009,11,11,Montana,19,4161556,4998786,5734345,1384745,1082695,667574,2891883,7517883,9985322,2467440,2284177852,5984616331,5686651007,1082694631,297965324,983982,11283444941,605026846,433422819,37772665548,3.01,3.61,4.14,1.05,302.82,0.36,0.11,1100.32,0.06,0.16,0.15,0.3,0.02,11,-0.002530093,-0.001838747,-0.003013407,0.003643043,-0.02672261,0.005617819,-0.005757803,-0.007928453,-0.000500869,0.023407974,-0.006802211,-0.004591876,0.012497059,-0.000320713,-0.004715356,0.000145802,-0.003497566,-0.001591166,0.000336741,-0.0012455,0.006775252,0.002614354,-0.003916217,0.002015556,0.002268315,7.60E-05,-0.002337286,0.002373734,0.001890165,0.001168,-0.003717102,0.00102648,18,24,16,13,1,8,7,4,29,2,5,10,3,31,9,32,14,25,30,26,6,17,11,22,21,33,20,19,23,27,12,28
176,2009,1,1,Nebraska,27,3582158,4804100,5457135,1972931,241919,1188230,2127915,11956965,14171815,2214850,4235736018,8081980984,8271375839,241919463,-184653244,1812683,9501465664,0,47753915,79534668904,1.82,2.44,2.77,0.98,-101.87,0.23,0.02,133.46,0.05,0.1,0.1,0.12,0,1,-0.001033556,-0.001589993,-0.001623962,0.003940768,-0.026069352,0.003935399,-0.005302088,-0.005537244,-0.0005234,0.020071722,-0.006666754,-0.007629276,0.013702688,-0.000385049,-0.007695344,8.94E-05,-0.000795746,-0.002355331,-0.000534756,-0.000988195,-0.000533304,-0.001475504,-0.001854154,0.002194519,0.000149497,-0.001620955,0.001542229,-0.001987489,0.000698682,0.00052499,-0.009093577,0.003280526,22,19,17,10,1,11,9,8,30,2,7,6,3,31,5,33,25,13,27,23,28,21,16,14,32,18,20,15,26,29,4,12
177,2009,9,9,Nevada,21,3687632,5840066,5896610,2106668,4452978,-271116,1702563,5341391,11901037,6559645,4047522371,8722510067,9898678971,4452977629,-1168317673,2684665,39155973307,2069875839,4366296421,1.09E+11,1.75,2.77,2.8,0.88,-435.18,0.12,0.37,1658.67,0.04,0.08,0.09,0.36,0.02,9,-0.002379024,-0.000113122,-0.00186423,0.004416511,-0.019366871,0.003828243,-0.001280319,-0.007179043,-0.000512821,0.020098494,-0.004136451,-0.003158731,0.011295064,-0.001950855,-0.007956866,0.000973155,-0.002716897,0.001859931,8.04E-05,-0.001104459,-0.000611514,-0.001397753,0.000953269,-8.24E-05,0.000999788,-0.000919369,-0.002317404,0.001077447,-0.000186175,-0.000521998,-0.004849234,0.004346453,14,31,17,7,2,10,20,5,29,1,9,11,3,16,4,24,12,18,33,21,27,19,25,32,23,26,15,22,30,28,6,8
178,2009,10,10,New Hampshire,26,473878,1206869,1308942,757366,1468188,49734,494295,2822676,5048229,2225554,2121239374,6176912752,6565186801,1468187919,-388274049,1316102,12641094995,2763406040,1185646532,67339182327,0.63,1.59,1.73,0.94,-295.02,0.11,0.29,1115.56,0.03,0.09,0.1,0.19,0.04,10,0.000457295,0.000159731,-0.000896691,0.002005029,-0.027774278,0.00719819,-0.005080264,-0.005546178,0.001394496,0.018412025,-0.006188887,-0.006101082,0.013586925,-0.004090149,-0.004952474,0.002512371,-0.002899,-0.001947606,0.000948165,-0.000339774,-0.003630295,-0.003211048,-0.00246751,0.001412899,-0.000997085,-0.000805988,0.003455657,-0.004520786,0.001072166,-0.00168103,-0.005715519,0.004572108,31,33,28,20,1,4,9,8,24,2,5,6,3,13,10,18,17,21,27,32,14,16,19,23,26,29,15,12,25,22,7,11
179,2009,45,45,New Jersey,48,7359529,15193317,15617436,7672640,55460115,-37059421,5167381,-23657001,39475754,63132755,30101338653,56715848733,65825618418,55460114749,-9721650151,8755602,1.79E+11,74712416107,39723787472,4.95E+11,0.96,1.98,2.04,0.86,-1110.33,-0.81,1.4,6334.24,0.06,0.11,0.13,0.36,0.15,45,0.000392762,-0.000554635,0.004509728,-0.008031921,0.064446934,-0.011395594,0.007508145,0.014711776,0.000724345,0.007177733,0.012453651,0.009478154,-0.029429362,-0.002545663,0.008616297,0.001068338,0.002322763,0.001257988,-0.001057618,-0.00145027,-0.001645155,-0.001525922,0.005746082,-0.007332114,0.000304736,-0.004364947,0.001018518,0.000416021,-0.000833383,-0.002160687,-0.006074559,0.000748834,32,30,14,8,1,5,9,3,29,11,4,6,2,17,7,24,18,23,25,22,20,21,13,10,33,15,26,31,27,19,12,28
180,2009,48,48,New Mexico,13,3962451,5477075,6822595,2863168,4120357,1259412,7162357,17791529,24775054,6983525,5593670022,14630409396,17445654362,4120356823,-2815244966,2036802,33142904817,3295626398,6768101790,74097335570,1.38,1.91,2.38,0.84,-1382.19,0.34,0.17,2022.95,0.08,0.2,0.24,0.45,0.04,48,-0.001698627,-0.003378016,-0.000916325,0.001314192,-0.025596247,0.00251536,-0.001512295,-0.003639862,0.000264218,0.011499873,-0.003896989,-0.002643473,0.00707684,-0.00202865,-0.003166538,0.000301469,-0.000143419,0.002031309,-0.000143564,-0.002790406,0.001288143,0.000873617,-0.004753882,0.0003736,0.002592918,-0.004157929,0.001433081,0.002229705,0.001119517,0.00023042,-0.006898115,0.001073336,19,9,26,22,1,15,20,8,30,2,7,13,3,18,10,29,33,17,32,12,23,27,5,28,14,6,21,16,24,31,4,25
181,2009,41,41,New York,47,18413870,40568233,41474273,32284116,70643177,-39149888,5458613,37947427,140874720,102927293,63285234899,1.44E+11,1.58E+11,70643176734,-14717002237,19307066,1.98E+11,63723740492,58717002237,1.01E+12,0.57,1.26,1.28,0.91,-762.26,-0.24,0.5,3658.93,0.06,0.14,0.16,0.2,0.06,41,0.002322496,-0.004081065,0.00534146,-0.00596857,0.06238696,-0.012174922,0.00686425,0.014795084,-0.001201923,-0.039089884,0.012856937,0.010637166,-0.03046119,0.001271791,0.01274922,-0.000244537,0.003907635,0.001502424,-0.001845267,-0.003063304,-0.001856774,0.001388275,0.007540258,-0.005514758,0.00029622,-0.003419076,-0.000116782,1.17E-05,-0.000723219,-0.000119889,-0.008274022,0.001316393,20,16,14,12,1,7,11,4,27,2,5,8,3,26,6,30,17,23,22,19,21,24,10,13,29,18,32,33,28,31,9,25
182,2009,22,22,North Carolina,33,4907179,9379649,12196560,9396566,9121098,-4990191,1922997,33151563,51669227,18517664,20984873602,44718710291,47256074944,9121098434,-2533731544,9449566,55013443677,36807140940,8061757271,3.79E+11,0.52,1,1.3,0.95,-268.13,-0.06,0.18,965.24,0.06,0.12,0.12,0.15,0.1,22,-0.001497379,0.00165939,0.002805336,-0.000386979,-0.015035874,-0.013652727,0.009743987,-0.003415381,0.001434568,-0.039647957,-0.001887742,0.008812065,0.006121931,-0.000421728,0.009546153,-0.001016519,0.001358181,-0.00111983,0.002625267,-0.001739584,-0.00274953,0.002173816,-0.002749345,0.005560355,0.000788757,-0.004786021,0.000323195,6.74E-05,-0.000507272,0.001456551,-0.007808391,0.001151549,20,19,12,31,2,3,4,11,22,1,17,6,8,30,5,26,23,25,15,18,13,16,14,9,27,10,32,33,29,21,7,24
183,2009,14,14,North Dakota,5,3611860,7657186,7753833,2094435,2686985,2378802,2240124,6746783,11528203,4781420,2070728188,5155239374,4852861819,2686984657,357390601,664968,4853274802,124272931,1924598434,29852212528,1.72,3.66,3.7,1.06,537.46,0.4,0.23,4040.77,0.07,0.17,0.16,0.16,0,14,-0.002108184,-0.001586834,-0.00220693,0.001972062,-0.027577578,0.008922135,-0.002712744,-0.008851005,-0.000204708,0.018745451,-0.00133057,-0.00197316,0.013305428,-0.002581314,-0.007306121,-0.001200288,-0.002137754,-0.0007354,0.003001742,9.64E-05,0.006270484,0.005732926,-0.002071573,-0.004538541,0.000488734,0.000292359,-0.001000474,-0.001545374,0.000775808,0.001474095,0.010330379,-0.000378787,16,20,14,19,1,5,12,6,32,2,23,18,3,13,7,25,15,28,11,33,8,9,17,10,29,31,26,21,27,22,4,30
184,2009,23,23,Ohio,3,27185695,41981725,45520859,13709240,39435399,-4833407,2711160,22891629,76036268,53144640,23785117450,58825708054,62460753915,39435399329,-3635045861,11528896,2.45E+11,42750586130,18477993289,4.59E+11,1.98,3.06,3.32,0.94,-315.3,-0.03,0.52,3420.57,0.05,0.13,0.14,0.53,0.09,23,0.00360752,-0.001915506,0.00416057,-0.006371825,0.063617306,-0.013157386,0.006121766,0.015308469,-0.000430581,-0.037493592,0.012814506,0.011487697,-0.031610787,0.000848125,0.009192612,0.001539774,0.00334292,0.002878478,0.000763673,-0.003090469,0.002127626,-0.000144473,0.004588132,0.001504906,0.00053304,-0.003055358,-0.000537503,0.002487086,-0.000570515,-0.002897514,-0.008222519,0.001174248,14,23,13,10,1,5,11,4,32,2,6,7,3,27,8,24,15,19,28,16,22,33,12,25,31,17,30,21,29,18,9,26
185,2009,3,3,Oklahoma,10,6242798,7380885,7452551,2832951,2378239,3335430,3856422,15430147,20641337,5211190,8798128635,17802029083,18019270694,2378239374,-134973154,3717572,42326448158,2392617,2362636465,1.45E+11,2.2,2.61,2.63,0.99,-36.31,0.35,0.12,639.73,0.06,0.12,0.12,0.29,0,3,-0.000677577,-0.001762217,-0.002541791,0.003737109,-0.026708189,0.005347759,0.000478482,-0.00458058,0.000945809,0.01243549,-0.002307944,-0.005169009,0.014401843,-0.0004415,-0.005336019,-5.31E-05,0.00033413,-6.27E-06,-0.000847544,0.003547995,-0.000548871,0.002526892,-0.003220117,0.002936512,0.000674361,-0.002903731,0.004126873,0.001882719,-0.000361143,-0.002621429,-0.000213102,-0.001737894,24,19,15,9,1,4,27,7,21,3,17,6,2,28,5,32,30,33,22,10,26,16,11,12,25,13,8,18,29,14,31,20
186,2009,35,35,Oregon,11,6157218,7940047,11092515,5722710,12886291,646125,3944106,15766572,34375573,18609001,7944295302,21448881432,23936689038,12886290828,-2487618568,3808600,58568533329,533445190,12098689038,1.51E+11,1.08,1.39,1.94,0.9,-653.16,0.13,0.37,3383.47,0.05,0.14,0.16,0.39,0,35,-0.00383052,0.001201453,-0.00193266,-0.000145531,-0.013228084,0.001848498,-0.004324661,-0.004016383,-0.000719299,0.004376013,-0.006478833,-0.003617278,0.006770396,0.000379351,-0.003461319,-0.004072605,0.000356807,-0.001803951,0.001498085,0.000475342,0.001245116,0.001951043,0.000153024,-0.00135613,0.000128011,-0.003747227,-0.000319602,0.002131278,0.002553102,-0.001032862,-0.00852418,0.000977815,9,23,17,32,1,18,6,8,26,5,4,11,3,28,12,7,29,19,20,27,22,16,31,21,33,10,30,15,13,24,2,25
187,2009,28,28,Pennsylvania,17,12725916,17263931,20404781,14149487,15365038,-4984640,6054011,26685023,56199548,29514525,31018204698,68456375839,73685412752,15365038031,-5161657718,12666858,1.22E+11,18188823266,10351892617,5.77E+11,0.9,1.22,1.44,0.93,-407.49,0.02,0.27,1213.01,0.05,0.12,0.13,0.21,0.03,28,0.003786635,-0.001332841,0.005054665,0.001250816,-0.013297483,-0.012458536,0.007696075,-0.003658855,-2.75E-05,-0.039572398,0.011591513,0.009917859,-0.030358581,0.004631071,0.012479365,-0.001032679,0.00256535,0.003220263,-0.000476386,-0.000295041,-2.30E-05,-0.000426625,-0.003505313,0.000769008,0.001587358,-0.003966071,-0.000173844,-0.001911601,-0.001415664,0.001561517,-0.008529749,-0.000801227,14,23,10,24,3,5,9,15,32,1,6,7,2,11,4,25,18,17,28,30,33,29,16,27,20,13,31,19,22,21,8,26
188,2009,47,47,Rhode Island,41,889923,1445537,1875154,974227,3502913,-1734842,492556,882619,5359758,4477140,2895321029,9328671141,9563355705,3502912752,-234684564,1053646,17656145029,919875839,3053980984,48246033557,0.91,1.48,1.92,0.98,-222.74,-0.23,0.65,3324.56,0.06,0.19,0.2,0.37,0.02,47,0.000622151,-0.001978272,-0.004872324,0.000782958,-0.021991841,0.007064508,-0.004772113,-0.006460486,-0.002253091,0.020820405,-0.005453024,-0.005852539,0.017157509,-0.002689019,-0.005984169,0.001674792,0.001278581,-0.003877521,-0.002811219,-0.001805461,-0.002877292,0.00522179,0.005227245,7.94E-05,-0.000601322,-0.004147877,0.00066583,0.003422842,0.000629463,0.001695376,-0.00833837,-0.000982245,31,21,12,28,1,5,13,6,20,2,9,8,3,19,7,24,25,15,18,22,17,11,10,33,32,14,29,16,30,23,4,26
