,1-qid,two_realRank,two_realRank2,State,CordAscent,C_CE_I,C_CE_I_R,Total_Current_Assets,Current_Liabilities,NonCurrent_Liabilities,Unrestricted_Net_Assets,Restricted_Net_Assets,Total_Net_Assets,Total_Assets,Total_Liabilities,Total_Taxes,Total_Revenue_,Total_Expenses,NonCurrent_Liability,Change_in_Net_Assets,Population,UAAL_pension_(risk-free),UAAL_OPEB,Primary_gov_debt,Personal_income,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_ratio,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,pension_income_ratio,opeb_income_ratio,overallrank,C_CE_I_R_contribution,Change_in_Net_Assets_contribution,Current_Liabilities_contribution,NonCurrent_Liability_contribution,NonCurrent_Liabilities_contribution,Personal_income_contribution,Population_contribution,Primary_gov_debt_contribution,Restricted_Net_Assets_contribution,Total_Assets_contribution,Total_Current_Assets_contribution,Total_Expenses_contribution,Total_Liabilities_contribution,Total_Net_Assets_contribution,Total_Revenue__contribution,Total_Taxes_contribution,UAAL_OPEB_contribution,UAAL_pension_(risk-free)_contribution,Unrestricted_Net_Assets_contribution,cash_ratio_contribution,current_ratio_contribution,exp_income_ratio_contribution,long_term_liab_contribution,lt_percapita_contribution,net_asst_ratio_contribution,op_ratio_contribution,opeb_income_ratio_contribution,pension_income_ratio_contribution,quick_ratio_contribution,rev_income_ratio_contribution,surplus_percap_contribution,tax_income_ratio_contribution,C_CE_I_R_feature_rank,Change_in_Net_Assets_feature_rank,Current_Liabilities_feature_rank,NonCurrent_Liability_feature_rank,NonCurrent_Liabilities_feature_rank,Personal_income_feature_rank,Population_feature_rank,Primary_gov_debt_feature_rank,Restricted_Net_Assets_feature_rank,Total_Assets_feature_rank,Total_Current_Assets_feature_rank,Total_Expenses_feature_rank,Total_Liabilities_feature_rank,Total_Net_Assets_feature_rank,Total_Revenue__feature_rank,Total_Taxes_feature_rank,UAAL_OPEB_feature_rank,UAAL_pension_(risk-free)_feature_rank,Unrestricted_Net_Assets_feature_rank,cash_ratio_feature_rank,current_ratio_feature_rank,exp_income_ratio_feature_rank,long_term_liab_feature_rank,lt_percapita_feature_rank,net_asst_ratio_feature_rank,op_ratio_feature_rank,opeb_income_ratio_feature_rank,pension_income_ratio_feature_rank,quick_ratio_feature_rank,rev_income_ratio_feature_rank,surplus_percap_feature_rank,tax_income_ratio_feature_rank
286,2011,37,37,Oregon,8,4935777,6842398,8855282,4431872,13127014,2686061,3472124,16087015,33649027,17558886,8581416222,25764140875,24310901814,13127013874,1453233725,3868031,68118440682,433404482,12377105656,1.54E+11,1.11,1.54,2,1.06,375.7,0.18,0.39,3393.72,0.06,0.17,0.16,0.44,0,37,-0.002475186,0.002538341,-0.000639748,0.003075541,-0.015111311,0.006773498,-0.003439637,-0.002933888,0.000437427,0.005153212,-0.005004937,-0.004296034,0.003628818,-0.000973121,0.000173526,0.001254202,-0.000386233,0.001369097,0.001492236,0.0004463,0.000950859,0.002335126,-0.002192295,0.000838765,0.001201949,0.001891496,-0.000297594,0.004339854,0.000534567,0.001304441,0.005348181,-0.000151633,13,12,26,10,1,2,9,11,29,4,5,7,8,23,32,21,30,19,18,28,24,15,16,25,22,17,31,6,27,20,3,33
287,2011,30,30,Pennsylvania,31,12595806,16689848,19841968,15769072,17680873,-7173888,4241359,24214379,57664323,33449945,31737437567,77694770544,77263859125,17680872999,373405550,12744293,1.46E+11,17381180363,11246101387,5.99E+11,0.8,1.06,1.26,1.01,29.3,-0.05,0.31,1387.36,0.05,0.13,0.13,0.24,0.03,30,0.002532561,-0.000219703,0.003729877,-0.00772132,0.062229423,-0.012514021,0.005488669,-0.002549743,0.00154129,-0.039676122,0.010610926,0.010054411,-0.029727051,0.001554691,0.009164712,0.000437403,0.003262083,0.0026844,-0.002662643,0.000407532,-0.00102628,0.000875206,0.000427882,0.002105859,-0.002498214,0.00038037,-0.000345557,0.000762684,-0.000381123,0.000507399,-0.001433387,0.003949899,17,33,11,8,1,4,9,16,21,2,5,6,3,20,7,27,12,13,14,29,23,24,28,19,18,31,32,25,30,26,22,10
288,2011,42,42,Rhode Island,41,781809,1443146,1758226,1026305,3366000,-1706201,505642,989244,5381550,4392305,2844363927,7624914621,7475004269,3366000000,149910352,1052451,14491487219,916474920,3090091782,49776515475,0.76,1.41,1.71,1.02,142.44,-0.22,0.63,3198.25,0.06,0.15,0.15,0.29,0.02,42,-0.002117053,-0.00476076,-0.005017241,0.004268529,-0.021011563,0.008570163,-0.002977373,-0.004496631,-5.61E-05,0.018062175,-0.004863964,-0.006175496,0.013479132,-0.003071086,-0.004731473,-0.001566425,-0.001780344,-2.06E-05,0.00264595,-0.001995195,-0.00329533,-0.001517319,0.006983337,0.001610156,-0.000742545,-0.002881751,0.000819156,0.001704647,-9.85E-05,-0.001121194,-0.003220235,-0.000952813,19,9,7,12,1,4,16,11,32,2,8,6,3,15,10,24,21,33,18,20,13,25,5,23,29,17,28,22,31,26,14,27
289,2011,34,34,South Carolina,9,6086490,7844505,10350459,5125439,8673012,1565813,5033825,20895419,34693870,13798450,9268685165,30256459979,28525784418,8673011740,1807659552,4672637,52480999419,10822314835,8456304162,1.69E+11,1.19,1.53,2.02,1.06,386.86,0.19,0.25,1856.13,0.05,0.18,0.17,0.31,0.06,34,0.000130129,0.003221558,-0.002613332,0.003937505,-0.014157996,0.005487104,-0.001540835,-0.003460627,-0.003023215,0.00471272,-0.004640226,-9.67E-05,0.005147646,-0.00049484,0.000347669,4.14E-05,0.00164032,0.002218648,0.000438702,0.0022598,-0.000534721,0.004599883,0.0007476,0.003268245,0.000230083,-0.000396306,0.003198913,-0.002983557,-0.002652022,0.000142397,0.00709014,0.000191266,31,11,16,8,1,3,21,9,13,5,6,32,4,24,27,33,20,18,25,17,23,7,22,10,28,26,12,14,15,30,2,29
290,2011,3,3,South Dakota,23,1854713,2688483,2726931,422084,568223,633814,1223465,5384696,6375003,990307,1304038420,4183753469,3848901814,568223052,334851654,824398,5902823176,0,516573106,39265205977,4.39,6.37,6.46,1.09,406.18,0.29,0.09,689.26,0.03,0.11,0.1,0.15,0,3,-0.001509791,0.002408761,-0.00096258,0.004664481,-0.027009817,0.00403299,-0.005578733,-0.005313944,-0.002244443,0.019677398,-0.004815875,-0.006114781,0.012926747,0.001571753,-0.005062809,0.000156191,-0.001289183,-0.002778138,0.00094478,-0.001401799,0.005328852,-0.00152094,-0.004137932,0.007301839,0.000897624,0.001891041,0.001381105,-0.00253427,0.002197781,-0.003305914,0.009170034,-0.002039284,25,18,30,12,1,14,7,9,19,2,11,6,3,23,10,33,29,16,31,27,8,24,13,5,32,22,28,17,20,15,4,21
291,2011,5,5,Tennessee,19,4510450,8116987,8271740,1818003,2878363,1584519,2775279,30343248,35039614,4696366,12133657417,31584532551,30008697972,2878362860,1576026681,6397634,35292402123,2216622199,2117319104,2.56E+11,2.48,4.46,4.55,1.05,246.35,0.12,0.08,449.91,0.05,0.12,0.12,0.14,0.01,5,-0.001106588,-0.000743412,-0.00412906,0.002927486,-0.027685682,0.002909265,-0.001243076,-0.009458998,0.000225022,0.005496749,-0.00628551,-0.002217494,0.012275501,0.00229911,-0.00140649,0.000933883,-0.001701009,-0.000621361,-0.000595896,0.006074073,0.004330685,-0.001558944,-0.007743146,0.004349005,0.001571938,-0.001564076,-0.001196114,-0.003251796,-0.001151341,-0.001081338,-0.002807249,-0.0021628,27,30,10,12,1,13,24,3,33,7,5,16,2,15,23,29,19,31,32,6,9,22,4,8,20,21,25,11,26,28,14,17
292,2011,17,17,Texas,2,23483669,35962801,41652918,27039052,50999263,12632981,60181247,148758714,226182578,78038315,42328267876,1.4E+11,1.33E+11,50999262540,7630701174,25646389,2.27E+11,62240578949,44705442903,1.12E+12,0.87,1.33,1.54,1.06,297.54,0.32,0.23,1988.56,0.04,0.13,0.12,0.2,0.06,17,0.000902388,-0.000125012,0.003331721,-0.006639301,0.065017376,-0.012597611,0.006784819,0.016206625,0.000543671,-0.037618481,0.012286048,0.007144569,-0.029330338,0.002989538,0.010225983,0.00096296,0.000188809,0.001782714,-0.000348727,-0.001246171,-0.002477101,-0.001315134,-0.001113732,0.000451612,0.000812313,-0.001756402,-0.000165764,-0.001369988,-0.000919404,-0.001331398,-0.003029816,0.001647004,26,33,11,10,1,5,9,4,28,2,6,8,3,13,7,24,31,16,30,22,15,21,23,29,27,17,32,19,25,20,12,18
293,2011,8,8,Utah,11,3307068,8326870,8535113,1632499,5816192,2176924,3894847,19334793,26783485,7448692,5547268943,12294338314,11244080043,5816192102,1050258271,2816124,27541827936,426216649,5931696905,1.01E+11,2.03,5.1,5.23,1.09,372.94,0.23,0.22,2065.32,0.05,0.12,0.11,0.27,0,8,-0.000199744,-0.001837795,-0.001037032,9.99E-06,-0.023871348,0.002943122,0.001913353,-0.00335885,0.001609008,0.011440994,-0.004354336,-0.004598017,0.011413626,0.002363736,-0.006719469,0.000754482,-0.000180889,-0.001078476,0.002614473,0.0006698,0.004124094,-0.001244857,-0.002479896,-0.000795206,0.003242165,0.005174182,0.000513203,-4.73E-05,-0.003528883,-0.000781094,0.010777189,-7.48E-05,29,19,23,33,1,13,18,11,20,2,8,7,3,16,5,26,30,22,14,27,9,21,15,24,12,6,28,32,10,25,4,31
294,2011,27,27,Vermont,40,695754,1055330,1065614,454346,1305504,-546004,524190,1695184,3455034,1759850,2733921927,5664034152,5382579509,1305504160,281376734,626730,3501851050,1898194237,548469584,29050297759,1.53,2.32,2.35,1.05,448.96,-0.01,0.38,2083.04,0.09,0.19,0.19,0.12,0.07,27,-0.001437892,0.000171303,-0.001708027,0.00121627,-0.028758854,0.00791841,-0.002180717,-0.007728218,-0.000851505,0.018848242,-0.006915136,-0.006848231,0.013521097,0.00227991,-0.001707221,-0.002223404,0.000233185,-0.001616109,-0.000136733,0.003050692,-0.002686463,0.000629762,-0.00030039,0.000586897,-0.000939451,0.000321731,0.001582956,-0.003080263,-0.000894683,0.001548461,0.009718603,-0.00233714,22,32,17,23,1,5,16,6,26,2,7,8,3,14,18,15,31,19,33,11,12,27,30,28,24,29,20,10,25,21,4,13
295,2011,14,14,Virginia,30,8522123,11704567,12049762,6696263,10803369,-1628580,1267268,19227725,36727356,17499632,19049766275,37861923159,36435059765,10803369264,1426863394,8110035,77715472498,5425827108,6416251868,4.12E+11,1.27,1.75,1.8,1.04,175.94,-0.01,0.29,1332.1,0.05,0.09,0.09,0.19,0.01,14,0.001649394,0.000838544,0.001266575,0.000390095,-0.01204284,-0.011170602,0.007867443,-0.003904047,-0.001272263,0.006271661,-0.003473717,-3.86E-05,0.004694063,0.000298704,0.002932922,-0.003186263,-0.000279005,-0.000620212,-0.000122621,-0.0007633,-0.001480348,-0.002373782,-0.00366208,0.003280673,-0.001562871,0.000492032,-0.002238,-0.001856781,0.001286779,-0.001055096,7.50E-05,0.004272876,17,24,22,28,1,2,3,7,21,4,9,33,5,29,12,11,30,26,31,25,19,13,8,10,18,27,14,16,20,23,32,6
296,2011,25,25,Washington,36,10944136,17101463,22093522,11189235,48983317,-9073249,8586511,20261199,80433750,60172552,17437839915,48615795091,45471546425,48983316969,2979836713,6822520,53025371959,10084612593,6416251868,3.22E+11,0.98,1.53,1.97,1.07,436.76,-0.01,0.61,7179.65,0.05,0.15,0.14,0.16,0.03,25,0.00303084,0.000207452,0.002400112,-0.008359909,0.066253895,0.002441829,0.007168585,-0.002969541,0.000138326,-0.039402818,0.0135334,0.01017148,-0.030255319,-0.000636644,0.012756074,0.000350222,0.001433595,0.001742262,-0.004404463,-0.000383145,-0.000843495,0.000413227,0.0070419,-0.005750832,0.000709643,0.003638354,-0.001842992,-0.000950751,-0.000838078,0.000239286,0.009038547,0.002813803,14,32,18,8,1,17,9,15,33,2,4,6,3,27,5,30,22,21,12,29,24,28,10,11,26,13,20,23,25,31,7,16
297,2011,31,31,West Virginia,26,5446254,6412298,7184852,2532743,5146699,830805,2244774,11928416,19607858,7679442,5120287086,13026685165,12235191035,5146699039,791494130,1854972,18686314484,3595692636,2554532551,67308429029,2.15,2.53,2.84,1.06,426.69,0.16,0.26,2774.54,0.08,0.19,0.18,0.28,0.05,31,-0.000841864,-2.27E-05,-0.001843973,-0.000635196,-0.02482408,0.003648473,-0.002278893,-0.004398124,-0.001676648,0.013137119,-0.005369377,-0.001665825,0.008723403,0.00022419,-0.004393426,-0.000825173,0.0018077,-0.000253572,0.003291571,-0.000402877,0.002257921,0.001266339,-0.002869342,0.000194233,0.000139228,8.62E-06,-0.007144984,0.001919146,-0.001190804,0.001472766,0.011243597,-0.002850553,23,32,16,26,1,9,13,7,18,2,6,19,4,29,8,24,17,28,10,27,14,21,11,30,31,33,5,15,22,20,3,12
298,2011,40,40,Wisconsin,43,4641993,11554106,12221566,9904218,14669773,-10852358,4640160,13546665,38009710,24573990,14993947705,38245357524,37245133404,14669772679,1024065101,5709640,56560924489,1017193170,13868780149,2.48E+11,0.47,1.17,1.23,1.03,179.36,-0.16,0.39,2569.3,0.06,0.15,0.15,0.23,0,40,-0.000427355,-0.002343219,0.007081973,-0.000467319,-0.012025405,-0.000290019,-0.002293845,0.017457511,-0.001075315,0.007625252,-0.001594483,-0.003548529,0.003765412,0.002757407,-0.003299829,0.000680581,-0.003259169,-0.002576375,-0.0045102,-0.002003713,-0.001001251,-0.000319339,-0.005575787,0.000372874,-0.002732408,0.001447289,-0.001686733,-0.004598849,-0.001638535,0.001849268,0.002774626,-0.000229408,28,16,4,27,2,31,17,1,24,3,22,9,8,13,10,26,11,15,7,18,25,30,5,29,14,23,20,6,21,19,12,32
299,2011,7,7,Wyoming,3,17873588,20048919,20745019,5012726,1505738,4575371,9689942,15180870,21699335,6518465,2938365780,6803408705,4672446388,1505738430,2130962317,567725,8815137080,233440399,40573656,29981056564,3.57,4,4.14,1.46,3753.51,0.66,0.07,2652.23,0.1,0.23,0.16,0.29,0.01,7,0.004941029,0.004162768,-0.002450737,0.000817112,-0.028232658,0.006972961,-0.003926916,-0.007458175,0.00415602,0.014858734,0.012953757,-0.003974372,0.012644233,-0.001831575,-0.006691197,-0.000410904,0.001200583,-0.002989478,0.002699474,-0.000426662,0.00581209,0.000291771,-0.004322046,0.001039633,0.001337094,0.004451532,-0.000578116,-0.000330184,-0.000380713,0.000754211,0.012842051,0.002149146,10,13,20,26,1,7,17,6,14,2,3,16,5,22,8,30,24,18,19,29,9,33,12,25,23,11,28,32,31,27,4,21
300,2012,13,13,Alabama,18,6317153,7427351,8325748,2194379,2813237,-1704956,6092499,25729196,30736813,5007617,7963115987,22378501567,21919907001,2813237200,458636364,4815960,74928180556,11615634232,1855973877,1.79E+11,2.88,3.38,3.79,1.02,95.23,0.14,0.09,584.15,0.04,0.13,0.12,0.42,0.07,13,-0.000227557,0.004027656,0.001720483,0.002840622,-0.02628561,0.006000011,-0.004318081,-0.006220837,-0.000743418,0.010995125,-0.0019576,-0.002872044,0.013363954,0.000155188,-0.003632058,0.000503078,-0.000900772,0.000672757,0.001454615,0.002634104,0.000145458,0.001083487,-0.002406675,0.006394047,0.002637383,0.000327689,0.001919615,0.002735042,0.00069285,-0.00053155,-0.002389077,0.001086501,31,8,20,11,1,6,7,5,25,3,18,10,2,32,9,29,24,27,21,14,33,23,16,4,13,30,19,12,26,28,17,22
301,2012,2,2,Alaska,2,66973138,68855969,69483562,5527579,2501653,24808798,41588297,73273415,81302647,8029232,7509926855,14626959248,10603364681,2501653083,4022988506,731089,39485104500,8239488691,2084839080,40220166144,12.12,12.46,12.57,1.38,5502.73,0.82,0.03,3421.82,0.19,0.36,0.26,0.98,0.2,2,0.002258251,0.0001395,0.000381529,0.001919865,-0.025808251,0.007227836,-0.004408898,-0.008720442,0.001571275,-0.038424699,0.015004019,-0.001558874,0.009359664,0.002240263,-0.002334409,-0.001511222,-6.84E-05,-0.00175666,0.000653783,0.000105541,0.002958585,0.00252998,-0.003306978,-0.004750969,0.000252748,0.00211745,-0.000115982,0.001580005,0.00279266,0.001517431,0.012478537,0.002366081,17,30,28,20,2,7,9,6,23,1,3,24,5,18,16,26,33,21,27,32,12,14,11,8,29,19,31,22,13,25,4,15
302,2012,28,28,Arizona,28,4239448,5633406,6718178,5253281,11236982,-2656050,6109101,22704805,39195068,16490263,13072729363,32245131661,30236799373,11236982236,2011749216,6549634,88166739374,620768860,10664752351,2.47E+11,0.81,1.07,1.28,1.07,307.15,0.09,0.29,1715.67,0.05,0.13,0.12,0.36,0,28,2.57E-05,0.001137888,-0.001424557,0.000252254,-0.014491319,0.002436231,-0.000879636,-0.001900863,0.002987271,0.005869852,-0.003566757,-0.000787352,0.006252216,0.004908978,-0.003411941,0.0001142,-0.000941247,-0.000769684,0.001532596,-0.000525785,-5.50E-05,0.001941268,-0.004120958,0.004655888,9.73E-05,0.003181493,-0.001655293,-0.000766444,-0.002342247,0.000786955,0.000450043,-0.001639298,33,20,19,29,1,11,22,14,10,3,7,23,2,4,8,30,21,25,18,27,32,13,6,5,31,9,16,26,12,24,28,17
303,2012,31,31,Arkansas,27,4567499,5798443,6128574,2078438,5304485,1196750,2244760,15481475,22864398,7382923,7542732497,19162621735,19553029258,5304484848,24556949,2950685,41249408722,2246734587,2929639498,1.11E+11,2.2,2.79,2.95,0.98,8.32,0.15,0.23,1797.71,0.07,0.17,0.18,0.37,0.02,31,0.000258709,-0.001557954,-0.002836616,0.000919948,-0.021875501,0.001609105,-0.002256991,-0.004649256,-9.94E-06,0.013105269,-0.005316832,-0.004166996,0.011674296,0.000136073,-0.004186839,0.002424826,-0.000274165,-0.004118213,-0.000104175,0.001944367,-0.001470183,0.002499683,-0.002971025,0.003283819,-0.001977063,-0.004391537,0.001504062,0.001327202,0.004468435,0.002104845,-0.000624904,-0.001775846,30,22,13,26,1,21,16,5,33,2,4,9,3,31,8,15,29,10,32,19,24,14,12,11,18,7,23,25,6,17,27,20
304,2012,43,43,California,50,30052805,48483483,63407606,55033186,170051613,-132961967,30788924,-16144918,208939881,225084799,1.09E+11,2.28E+11,2.36E+11,1.7E+11,-7245559039,38011074,9.21E+11,81632615465,1.25E+11,1.92E+12,0.55,0.88,1.15,0.97,-190.62,-0.49,0.81,4473.74,0.06,0.12,0.12,0.48,0.04,43,0.002424343,-0.00103384,0.003065186,-0.007629603,0.063355926,-0.010192669,0.005790863,0.01622795,5.37E-05,-0.039517597,0.012447559,0.011387705,-0.028313788,-8.47E-05,0.010412095,1.11E-05,0.003383556,0.00269378,-0.001630457,0.000532467,-0.002030189,-0.001020454,0.009236344,-0.005191366,-0.003602097,-0.004865964,0.001419198,0.002639871,-0.001272156,-0.000330929,-0.008292387,0.000985495,21,26,18,11,1,8,13,4,32,2,5,6,3,31,7,33,17,19,23,29,22,27,9,14,16,15,24,20,25,30,10,28
305,2012,20,20,Colorado,5,4328728,6061008,6797137,3393136,7348497,3641853,3490038,21232040,31968443,10741633,9563126437,27079153605,25959869383,7348497388,1119905956,5189867,1.07E+11,1965470812,6394306165,2.45E+11,1.28,1.79,2,1.04,215.79,0.22,0.23,1415.93,0.04,0.11,0.11,0.44,0.01,20,-0.000108986,0.001928332,-0.003629136,0.00100897,-0.022884735,0.001274397,-0.000978405,-0.003688861,-0.000916146,0.006260093,-0.004459174,-0.003961278,0.008408199,-0.002139676,-0.001630577,-0.002530664,-0.001805836,-0.001609808,0.001734659,-0.001187862,0.000767014,0.001309681,6.87E-05,0.002212126,-0.001011737,0.002171461,-0.000664947,-0.000336651,-0.000176712,0.001090007,-0.000577926,-0.00067957,32,12,7,22,1,18,24,6,25,3,4,5,2,11,15,8,13,16,14,19,26,17,33,9,21,10,28,30,31,20,29,27
306,2012,48,48,Connecticut,45,1569421,4887560,5169752,4474851,30147250,-22530784,2877743,-11030108,23591993,34622100,15240334378,29868338558,30499743992,30147249739,-630094044,3593795,1.01E+11,21894461860,20357319749,2.44E+11,0.35,1.09,1.16,0.98,-175.33,-0.83,1.28,8388.69,0.06,0.12,0.12,0.41,0.09,48,-0.001189321,-0.003334346,-0.000158527,-0.007151394,0.062370934,0.001051075,-0.002090276,0.014803131,-0.001236749,0.010648001,-0.005477338,-0.003689926,-0.030551041,0.000533195,0.001355205,-0.002408337,0.00410977,0.002807721,-0.003513745,7.44E-05,-0.00128182,0.00016348,0.005505661,-0.005981489,-0.00215475,-0.003801632,-0.001340826,0.00353469,-0.00024351,0.001626167,-0.009760912,0.002343992,26,15,32,6,1,27,20,3,25,4,9,12,2,28,22,17,10,16,14,33,24,31,8,7,19,11,23,13,30,21,5,18
307,2012,41,41,Delaware,33,1946974,2711405,2744769,1201346,5190510,-496558,720784,5247772,11639628,6391856,3840725183,7622305120,7994893417,5190509927,-372588297,916993,11485043901,5895506792,1936098224,41749164054,1.62,2.26,2.28,0.95,-406.32,0.02,0.45,5660.36,0.09,0.18,0.19,0.28,0.14,41,-0.001285005,-0.00335857,-0.002197319,0.003580552,-0.019995411,0.007136075,-0.003272709,-0.013627383,0.001522825,0.02181709,-0.006541454,-0.006159201,0.011927322,-0.001273784,-0.002723153,-0.00016313,-0.003944736,-0.000226226,-1.24E-05,0.001911945,-0.004557961,0.002037348,-0.004090588,-0.005984295,-0.001266162,-0.004314378,-0.002760217,-0.000862151,-0.00035485,0.002280224,-0.009362839,-0.00507211,26,16,21,15,2,6,17,3,24,1,7,8,4,27,19,32,14,31,33,23,11,22,13,9,28,12,18,29,30,20,5,10
308,2012,10,10,Florida ,13,39943382,51135448,52224952,17203839,43701843,-13393926,1589864,69140522,130046205,60905682,31841170324,82471264368,76935856844,43701843260,5513246604,19344156,2.15E+11,15897466040,32006269592,8.29E+11,2.32,2.97,3.04,1.07,285.01,-0.09,0.34,2259.18,0.04,0.1,0.09,0.26,0.02,10,0.000664912,0.001615032,0.00456218,-0.007252849,0.061363961,-0.011117342,0.007931027,0.015746363,-0.000403307,-0.037152301,0.011672347,0.008319709,-0.028491351,0.002264289,0.009591189,0.001712718,0.004551835,0.002272812,-0.00400765,0.000162851,0.000631462,-0.001977209,-0.001069037,-0.000444411,-0.001134409,0.004051404,0.000289701,0.000844144,0.000234283,-0.001160779,0.000389983,0.002534179,26,21,11,10,1,6,9,4,29,2,5,8,3,18,7,20,12,17,14,33,27,19,24,28,23,13,31,25,32,22,30,16
309,2012,24,24,Georgia,16,7187123,11853284,12262948,6936016,16627303,-3918016,4624617,21200483,44763801,23563319,16692482759,47080847440,46789430512,16627303030,291416928,9914668,1.25E+11,19058433392,15985334378,3.82E+11,1.04,1.71,1.77,1.01,29.39,0.02,0.37,1677.04,0.04,0.12,0.12,0.33,0.05,24,0.002395305,0.004071553,-0.001342148,0.000109927,-0.013764319,-0.012181451,0.009904974,0.014811894,-0.002263858,-0.041305063,-0.002456543,0.011510184,0.001724383,-0.002546913,0.009493459,-0.001536481,0.000782943,0.003822344,-0.003528496,0.000171206,-0.000173057,0.000480482,-0.002396293,0.001988126,0.001014435,-0.000660587,-0.002785149,-0.001344368,-0.001673632,-0.001213899,-0.000916696,-0.000752044,15,8,23,33,3,4,6,2,16,1,13,5,19,12,7,21,27,9,10,32,31,30,14,17,25,29,11,22,20,24,26,28
310,2012,47,47,Hawaii,19,2932987,3749563,4088465,2374584,10344008,-1823711,1981542,4708248,17426840,12718592,5599396029,9919012539,10301884013,10344008359,-382871473,1391820,34548484023,14176422153,7778258098,64614514107,1.24,1.58,1.72,0.96,-275.09,0.01,0.59,7432,0.09,0.15,0.16,0.53,0.22,47,-0.00166773,0.000796492,0.000617969,-0.001346596,-0.011059637,0.007231131,-0.002036241,-0.002606133,-0.000179449,0.019015099,-0.00382153,-0.003467954,0.001910034,0.003021669,-0.008363667,-0.001882299,-0.000834922,-0.002164809,-0.003120436,-3.39E-05,-0.002375618,-0.00060054,0.005956014,-0.006229625,0.002087756,-0.001269632,-0.001463097,-0.000779518,0.001019161,-0.000850145,-0.0080438,-0.00363899,21,28,30,23,2,5,18,14,32,1,8,11,19,13,3,20,27,16,12,33,15,31,7,6,17,24,22,29,25,26,4,9
311,2012,21,21,Idaho,20,3501452,4500774,5590341,1868964,1480166,818536,3173168,10246608,13595739,3349131,3198385580,8421050157,7935074190,1480166144,485975967,1595911,18848729855,117056426,1489090909,57858251829,1.87,2.41,2.99,1.06,304.51,0.29,0.11,927.47,0.06,0.15,0.14,0.33,0,21,-0.000718356,0.001591514,-0.001532166,0.001730495,-0.028314806,0.007339688,-0.004220932,-0.00672955,0.00066855,0.016863576,-0.005837491,-0.006018623,0.014141663,-0.000149928,-0.003899451,-0.001428364,-0.00113829,-0.000643172,-0.001718297,-0.000410659,-0.001267466,-0.001170812,-0.003408467,0.004305111,0.001791301,0.000931746,-0.001927738,0.00152827,-0.001543058,0.001673046,-0.001980104,-0.000152142,28,19,21,16,1,4,9,5,29,2,7,6,3,33,10,23,26,30,17,31,24,25,11,8,15,27,14,22,20,18,13,32
312,2012,50,50,Illinois,49,11007773,20670497,25822155,26184501,70254708,-68501567,6083595,-46749087,49502962,96439209,37556948798,72145245559,74620455590,70254708464,-2474131661,12870798,3.57E+11,54491749112,34677695925,6.14E+11,0.42,0.79,0.99,0.97,-192.23,-1.26,1.42,5458.46,0.06,0.12,0.12,0.58,0.09,50,0.005328708,-0.003342156,0.003984563,-0.007115539,0.065324046,-0.011460831,0.006731421,0.018378796,-0.001648347,-0.038132854,0.012701845,0.008193951,-0.0319171,-0.001064794,0.008106296,0.001577134,0.002741147,0.001212396,-0.004453776,-0.000307457,-0.001944597,-0.000945933,0.006941289,-0.003772016,-0.000903904,-0.003369582,0.000301614,0.000427256,0.001333866,-0.001338193,-0.008359594,-7.73E-05,14,19,16,10,1,6,12,4,22,2,5,8,3,27,9,23,20,26,15,31,21,28,11,17,29,18,32,30,25,24,7,33
313,2012,16,16,Indiana,11,7802866,10768044,11001431,4585042,2948470,4868534,903135,18467832,26001344,7533512,15390133751,31553187043,31065495298,2948470219,487660397,6537743,58980964720,328878788,1264343783,2.65E+11,1.7,2.35,2.4,1.02,74.59,0.22,0.11,450.99,0.06,0.12,0.12,0.22,0,16,-0.001577733,-0.00020374,-0.002032605,0.004079895,-0.02639799,0.001676611,-0.003958234,-0.006787655,0.001620949,0.013114792,-0.005099088,-0.00114899,0.013650366,-0.002815142,-0.001628197,0.000655378,-0.001480254,-0.001905208,0.000398155,-0.000215392,0.001494276,0.000926599,-0.003399972,0.000592495,0.003146319,-0.001491367,0.000658703,0.001400735,-0.000253189,0.000638024,-0.003048255,3.08E-05,18,32,13,6,1,15,7,4,17,3,5,23,2,11,16,26,21,14,29,31,19,24,8,28,9,20,25,22,30,27,10,33
314,2012,9,9,Iowa,24,5755224,8375316,8535957,2787410,4107594,1857587,2530094,14660248,21555251,6895003,7764897597,20303343783,19353226750,4107593521,951278997,3076310,11678332095,526123302,3635108673,1.37E+11,2.06,3,3.06,1.05,309.23,0.2,0.19,1335.23,0.06,0.15,0.14,0.09,0,9,0.001453564,-0.000450292,-0.000347678,0.004778548,-0.020160324,0.005420861,-0.003650797,-0.008561753,0.000491128,0.012983824,-0.006717223,-0.004585957,0.009900032,0.003405523,-0.002481521,-0.001933681,-0.002001165,-0.003185773,0.000295193,0.000856261,-0.002594647,0.00323497,-0.001813764,0.001009704,0.000575819,-0.001292664,0.000900355,-0.003981899,-0.002636502,-0.000538735,0.000153137,-0.000327905,21,29,30,7,1,6,10,4,28,2,5,8,3,11,16,18,17,13,32,25,15,12,19,23,26,22,24,9,14,27,33,31
